having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report
-1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0
1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0
1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,-1.0
1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,-1.0
-1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,1.0,1.0
1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,1.0
1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0
1.0,0.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,1.0
-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,-1.0,1.0,1.0,0.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0
0.4237007,0.25282684,0.33996257,1.0,0.71560943,0.0933623,0.0,0.0,0.0,0.43783775,1.0,0.7997151,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.87201643,1.0,1.0,0.7525059,0.0,0.0,0.0,0.57882893,1.0,1.0,0.9253234
-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0
0.48054096,0.0,1.0,0.4902452,0.7872295,0.052800864,0.0,0.0,1.0,0.6683774,1.0,0.77599806,0.37229788,0.0,0.14593467,0.0,0.62505746,1.0,0.0,1.0,0.9647098,0.5808117,1.0,0.0,0.0,0.0,0.0,1.0,0.2681409,0.6728823
1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,1.0
1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,1.0
1.0,0.0,0.655556,0.7635916,0.8171776,0.0,0.17203505,0.5561578,0.53121483,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9892306,0.0,0.5944303,1.0,0.53727895,1.0,1.0,0.85331655,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.6219194,0.0,1.0,0.0,0.5115628,0.0,0.0,0.0,0.0,1.0,1.0,0.28177124,0.0,0.0,0.0,1.0,0.042222314,1.0,1.0,0.0,1.0,1.0,0.6632272,1.0,0.0,1.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0
1.0,0.0,1.0,1.0,0.7876221,0.0,0.0,0.5103057,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2345841,0.0,0.0,0.0,0.8599158,0.0,1.0,0.0,1.0,1.0,0.0
1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0
1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,1.0
-1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,1.0
0.0,0.0,0.46804327,0.30477023,0.7866123,0.0077476054,0.0,0.0,0.7879001,1.0,0.22492628,0.8071621,0.05225146,0.0,0.23866002,0.0,0.34539795,1.0,0.0,0.1914641,0.9041833,0.33297712,0.89225256,1.0,0.68272054,1.0,0.0,0.0,0.29010352,1.0
1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0
1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0
0.43687814,0.0,0.91465145,0.8057875,0.5731265,0.0,0.0,0.0,0.949536,0.8371671,0.7328378,1.0,0.0,0.0,0.0,0.0,0.40456384,1.0,0.07564014,0.3671584,0.6284627,0.25526622,1.0,0.0,1.0,1.0,0.0,1.0,0.7447338,0.9508742
-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0
1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.17026256,0.0,0.7919062,0.0,0.7054497,0.08169176,0.8797643,0.0,1.0,0.79635376,0.6390419,0.985062,1.0,0.0,0.96795404,0.0,0.0,0.0,0.0,1.0,0.39347935,1.0,0.6262257,0.17026256,0.9747699,0.7937248,0.0,0.58723706,0.8745994,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7843276,0.6194134,0.7772717,0.9336055,1.0,1.0,0.49525484,0.0,0.94147015,1.0,1.0,1.0,0.61729205,0.0
1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0
1.0,0.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,-1.0
0.0,0.0,1.0,1.0,0.8791655,0.0,0.62207645,0.0,0.0,0.6552367,1.0,1.0,1.0,0.4213975,0.0,0.0,0.30028138,1.0,0.0,1.0,0.6172077,1.0,1.0,0.44986296,0.69205874,0.5586215,0.0,1.0,0.0,1.0
1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0
1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0
0.0,0.0,1.0,0.25526622,1.0,0.24383798,0.0,0.0,0.0,1.0,0.8739395,0.48487756,0.0,0.0,0.0,0.0161134,0.49689627,0.8453182,0.0,1.0,0.9772563,0.7195877,0.3431428,0.0,1.0,0.0,0.9067508,1.0,0.9913553,0.98510563
1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0
1.0,0.0,0.5056056,1.0,1.0,0.0,0.13660914,0.5478239,1.0,0.7594662,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.97964686,1.0,1.0,1.0,0.8890277,0.0,0.0,0.0,1.0,1.0,0.76938087
1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0
1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,1.0
1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,1.0
1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0
1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0
-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0
0.0,0.0,1.0,0.0,1.0,0.05075088,0.0,0.0,0.0,0.67339736,1.0,0.80439085,0.0,0.09419447,0.0,0.0,1.0,0.65813524,0.7447338,1.0,0.47895604,1.0,1.0,0.56707513,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.9271672,0.6290958,0.0,1.0,0.0,0.0,0.9298233,1.0,0.0,0.0,0.05544642,0.0,0.19046521,0.9609715,0.99130076,0.0,1.0,0.87970895,1.0,0.8092228,0.0,1.0,0.61729205,0.81243473,0.96874505,0.0,1.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.50300324,0.0,1.0,0.9966691,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.89127076,1.0,1.0,1.0,0.0,0.0,0.6545825,0.87986094,1.0,0.55869013
1.0,0.2670531,0.8192974,1.0,0.934842,0.0,0.0,1.0,0.0,0.98980105,0.82128316,0.78325444,0.6912117,0.0,0.0,0.8317082,1.0,1.0,0.0,0.65878254,0.81558424,0.50662804,1.0,0.0,0.0,0.5920979,0.0,0.0,0.38561445,1.0
1.0,0.0,1.0,1.0,1.0,0.0,0.61729205,0.31168252,0.0,1.0,0.9496327,0.69667107,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5889466,1.0,1.0,1.0,1.0,1.0,0.0,0.7804836,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.9651916,0.0,1.0,0.83334,0.5291616,0.016086787,0.076592356,0.0,0.39556995,1.0,1.0,1.0,0.11335012,0.0,0.0,0.0,0.22493008,0.25000107,0.33956873,0.2793789,0.7856648,0.7474961,1.0,0.0,0.3691312,0.0,0.0,0.0,0.48180166,0.6759948
-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0
